Municipio,escuelas/100_alumnos_priv,escuelas/100_alumnos_pub,unidadEsc/100_alumnos_priv,unidadEsc/100_alumnos_pub,profesores/100_alumnos_pub,profesores/100_alumnos_priv,bibliotecas/100_alumnos,idiomas/10_alumnos,actividades/10_alumnos,Magnitud6,Magnitud7,Magnitud8,Magnitud10,Magnitud12,Magnitud14,Magnitud83,Magnitud88,Magnitud89,Total_x,frac_extranjeros,frac_young,frac_old,frac_HighEduc,edadMedia,densidad,serviciosOcio,serviciosGenerales,familiares,antiguedadFamiliares,superficieFamiliares,unidadesUrbanasResidenciales,1-3p,4+p,size,rooms,price,priceByArea_x,bathrooms,hasLift,parkingSpace,newDevelopment,propertyType,pisoBajo,numHouses,centros_100,farmacias_100,centrosSociales_10,clinicaDental_10,otroConsulta_100,consultaPrimaria_100,orgNoSanitaria_100,distanciaCentro_x,Bus_100,estacionTren_100,servicioCoches_100,estacionBus_100,trabajadoresLugarTrabajo,paro_100,rentaBruta,pensionMedia,trabajadores_100,contratos_100,pensionistas_100,ocupadosColectivos_100,funcionario_100,organizaciones_100,grupo,priceByArea_y,Total_y,distanciaCentro_y
Pozuelo de Alarcón,32.21771476271106,100.0,59.114454320636575,59.376051956861176,74.49436350804845,100.0,54.52186958386833,48.023144369911606,26.643005494886964,0.0,100.0,89.61163069177363,100.0,97.10494399537428,5.479218854452043,14.516888043494603,79.76473729541506,0.0,38.91157958399221,29.891825203818414,71.5292309985229,33.07689911960212,90.51973834273905,39.06268946283495,56.54873223695135,52.30013346676176,62.395526572895385,23.07945328880896,45.84090756076213,98.22307510186788,21.14771717066767,21.305988208535148,84.15263927009728,98.69394039514492,95.9119422893146,0.0,0.0,100.0,48.82312180578666,59.69701001879486,39.01154782757101,98.12316561136409,60.766705134392666,59.48275862068968,40.198827167621616,63.29926827999567,100.0,37.25891104583947,53.61603218549892,40.29050257493366,100.0,63.00930555580224,87.59465110168436,30.528003421983875,55.811462593931125,53.25526552600822,76.07394158153124,97.30273077567432,100.0,87.73505876469119,51.24219855117829,82.26270564129481,46.74473447399178,97.3610045125522,50.96670471970326,100.0,3,3678.996636363636,87728,18.056
Rivas-Vaciamadrid,59.84086038567862,29.753178323405173,74.75554618492683,28.029007395873844,20.720080797735328,75.4664663317151,65.9271498194389,42.99133680065383,45.519853529132384,61.31155467626098,56.37093674394003,74.67408359394085,32.54798628334396,67.18077029033975,30.23506685983388,21.19739767079088,0.0,67.7609346060466,43.43492795814027,29.451011624817948,78.37728861807238,93.18561831284562,71.78085484048833,100.0,63.82748722220318,60.44843331961561,24.051836356824573,28.89377479692169,100.0,66.95492891054317,21.906485511788176,30.514554778065552,64.36561062881682,52.04477110065682,51.52731571615815,48.79206574693844,48.49981582594965,59.49554493011946,74.64834448570167,61.78741036962136,39.01154782757101,66.216981004553,37.981459617881264,59.48275862068968,35.489450272466804,18.413541155341385,46.832682621180986,16.579088415121635,48.44945005108372,76.66808766297544,34.32035120456467,66.64928942782998,44.64938099271066,52.15655864373348,52.12279319112286,10.899271289556872,39.95939282606594,62.81621712179594,48.84285956022445,65.54888722180547,40.12345118379139,29.14711872414024,89.10072871044312,35.507185145930585,46.56394743684301,45.70643023963381,3,2406.001090909091,96690,16.274
Rozas de Madrid (Las),42.28001681302244,49.16846463704956,62.84644350931677,91.54015349045208,78.49133277542491,73.61734517361387,45.83022726534357,42.99133680065383,19.859144205087283,0.0,100.0,89.61163069177363,100.0,97.10494399537428,5.479218854452043,14.516888043494603,79.76473729541506,0.0,42.9478680182772,27.776646980492707,73.27854136839018,60.27547846529965,100.0,64.58105977931366,61.34299323350088,43.12100261966665,42.37369866852322,31.723713255884974,67.48131690567564,78.04637948436779,35.877368357003306,27.95301734353731,83.69849520279172,73.6474655065224,73.71962900273634,32.85963238980669,28.166147533020407,82.32532869677938,86.00809188707146,56.735609521790686,37.78194193699784,83.10849050227648,39.11381727385334,59.48275862068968,51.4756058674567,65.32889505387492,45.7670895104906,78.70344209202014,84.32575080056384,100.0,85.90947039100354,59.0772242125624,89.58226034187219,52.50121821543859,49.13523257678429,29.998472618815537,58.17356344065229,88.05495057798626,69.73397168782188,92.76756689172294,51.64130652065758,57.87552823004073,70.00152738118446,62.83885114508345,100.0,82.16811442949192,3,2939.707636363636,95725,19.981
San Sebastián de los Reyes,55.70514654625638,45.82187121082531,23.21093286179422,60.31374433807901,48.267269834816304,17.383936675976187,54.63065981097741,50.02269335525422,37.464198496683686,61.31155467626098,56.37093674394003,74.67408359394085,32.54798628334396,67.18077029033975,30.23506685983388,21.19739767079088,0.0,67.7609346060466,40.60493305367161,41.96614903829578,50.32777517081435,58.5935681562622,64.64342705406875,58.58493997817386,62.59821440339089,38.396909349504895,72.74111609440193,59.77619428001562,55.44166161718172,42.49355148222453,52.50073145284333,58.56868264317075,45.03235331466709,36.41990454439264,30.403847707036824,51.92828294280445,32.81946895716752,37.82600884727943,34.8311089430399,41.722511227533325,44.16197250129257,27.051342630376475,70.77157286730113,39.655172413793125,38.32730374243831,32.726054212655455,74.36380872441268,56.90180004511386,44.231534663878016,40.29050257493366,50.1957715260336,58.45830439593816,77.77539716218406,54.26121713202274,45.04400895272978,48.64700644687272,51.72105127461407,65.8988105210253,50.84999563550252,47.67629407351841,66.83570477433945,86.4028605730431,51.35299355312728,57.0259833516249,48.32545357501989,56.13317062006003,3,2817.5699056603776,91083,20.284
Tres Cantos,72.48414204277775,90.45172399076247,78.4242865449425,57.51650431883243,52.54561449297756,36.06567363942999,57.02046364057618,100.0,33.58393601833154,0.0,100.0,89.61163069177363,100.0,97.10494399537428,5.479218854452043,14.516888043494603,79.76473729541506,0.0,19.963686110002904,22.47329638942828,61.50683408172105,54.20456194076432,97.78677874453815,58.44549533163575,65.20408362306884,47.40574674364935,62.68678121148212,41.5503288417523,76.07554029488992,60.09083998953285,41.11412554750737,41.13636261569653,60.04291095979918,48.44285784063043,39.26314258410175,43.435187766617226,16.350774529363335,53.235765510228816,93.66931687869294,74.4421714934372,64.83327152960747,45.5718027295576,14.08552069210225,59.48275862068968,48.59999594046776,35.16885371184464,60.437937508114544,56.9065464061102,100.0,40.29050257493366,95.49908109498335,49.711721376845695,73.90121530335885,39.92361563475669,38.300571593696205,31.776473084460463,48.56768399454274,84.77969509130509,61.11916565437958,100.0,43.28087887041928,100.0,68.22352691553954,89.96954401228166,46.359259166191165,54.36267955942443,3,3249.8308181818184,50187,24.566
Valdemoro,30.792668920292943,41.21570556698244,35.39660881989566,36.10938673565138,33.56381704011492,32.441724594488456,47.451537840998185,42.99133680065383,46.24013056575679,80.09101302957485,6.155938088046469,0.0,24.684899557399007,0.0,100.0,100.0,65.73853765912185,75.07482863974144,34.55680946882268,35.18497247998226,75.59133951300787,97.7278241936005,44.98881226631784,91.91221050078818,66.30482722626255,63.71840472916751,37.37916344976353,38.97425142337615,83.1599676832963,53.58500205604915,35.77061562660961,36.05451001684428,72.929727858359,44.31354248456279,18.355647435167604,58.13559850187969,66.35303352657792,45.20851896001614,88.41590545586678,76.94281291311339,100.0,30.55712762047004,47.69128975967086,9.91379310344828,26.9572443015064,20.936343555824827,37.46467345940719,37.372591615322,62.10471662827876,40.29050257493366,63.48714590067445,41.16531704431817,42.52688055043769,31.89807777156729,38.6374410343181,6.917961961517044,43.1238787370954,38.15546992796115,41.569462318294256,24.72805701425359,23.26297988419936,47.58642633498351,93.08203803848296,47.084611794816,46.85536968772956,40.62992432535527,3,1937.4,79100,28.75
Ajalvir,44.52448115540293,39.764134405755904,34.15148773484668,51.14204845127466,46.300298734297165,31.86116753967628,63.26443524685891,49.21751785930205,43.37893860583615,37.21404019325912,18.183837848243822,23.71182814850336,14.6922633977763,21.6668058394135,72.86766757613893,55.95388807300608,54.60852530359107,77.13428332833648,38.524382470891815,53.4220398248631,39.334526438628906,71.08174579239883,73.82608052421203,55.64930300807048,53.97100114355136,47.03057256807811,49.45439340814989,41.81656810035918,65.69119082884453,18.5271664724569,41.02621488297673,48.78980495330628,35.088356827347226,31.15151098132215,30.18914403825844,57.895586336706586,31.62791411142713,37.49543650583311,69.39345786010844,55.47680394655173,65.9542419491358,31.03107501556937,40.57970525370465,41.21019108280255,59.03034843259748,36.20907228919217,52.00913659619146,36.54199139879978,30.72840605691113,68.66379808155106,42.0101614067419,59.73638275247879,63.69305435292917,46.333585187568175,46.380206865771314,30.57627745062433,54.47668632203828,60.89265717485203,48.00107037627966,51.70442683739105,54.865461866709055,84.99034706420528,69.42372254937567,100.0,46.15903357972044,100.0,2,2232.7179487179487,4751,34.911
Alamo (El),45.64844246339766,41.892246409108914,49.39861069059854,54.88478892093212,50.99912200001023,48.296004119590336,46.74329048010805,49.21751785930205,43.37893860583615,45.27486817052393,0.4874318207010049,5.683874033851382,9.449330515125482,3.434723466653012,91.86261973460482,72.93463292079193,70.2988194287411,85.4599060179932,48.19401668652058,59.55623734127207,45.229774454143566,33.026587774679825,46.679994377317385,39.27610662753733,45.69116431170108,41.35392900738008,41.98604902703922,34.960504915347016,42.40397452161613,39.67727214323374,44.06578251455284,41.4893020015616,39.80987463239239,35.44301273345154,43.71962265840517,61.13119151507104,53.84892648283201,33.537363883511205,62.21028980686858,55.47680394655173,40.546959821625215,68.0090275197133,59.30879998618372,50.318471337579616,40.31206966381341,34.28315683161047,54.718329900847415,43.83926308627263,38.406241521115945,50.84650361879627,71.61489035609378,51.931612869480645,44.299124341642575,46.333585187568175,46.26168498135839,51.63123187483372,46.20780813819723,43.922572388417855,36.38306947379518,36.02807408217439,30.117085568662727,48.172422980694,48.36876812516629,45.86107802878509,47.20409973757001,41.44501774221304,2,1710.72,10123,42.104
Aldea del Fresno,44.52448115540293,70.38949155352576,34.15148773484668,89.63836655139083,65.65190785370604,31.86116753967628,33.15469153366796,49.21751785930205,63.05707797561101,93.95022305041311,99.44236385969312,98.17417657354248,60.88494563453117,98.81336243409407,23.84249417597277,65.15776653066774,51.785980163494,24.627280523987324,35.78117276414978,64.52417116535973,17.7862605348588,23.77766728691772,27.10474041657347,32.52017608217172,60.65268418014588,36.33350206082831,50.65530106051832,65.04751580898787,25.69623868383823,20.324234274549063,54.480050270685965,74.26834130826619,17.06687892417961,39.82703106626456,45.22830410229408,66.91506152605308,67.15825066087457,22.75261550097244,22.70286551404936,55.47680394655173,40.546959821625215,54.45478077627393,59.30879998618372,45.35031847133758,75.68843617629953,51.03564791538652,72.95261146392102,44.98905380501443,42.770973209707165,84.52006660827674,79.71124793485586,36.85266290923802,70.09699483563917,46.333585187568175,47.292642391271386,66.69718058884357,42.699953267708246,30.945448728203505,33.56157571090351,33.0039466751499,4.423489611360365,55.864890730802216,33.302819411156435,45.76987773067186,43.59748280104946,39.5265957531644,2,1398.0681818181818,3227,56.001
Algete,58.645522315845824,45.88603153103326,70.06885806129395,40.03225702506597,47.34686866643123,60.7685510076924,39.69172932702485,49.21751785930205,44.29858741695762,37.21404019325912,18.183837848243822,23.71182814850336,14.6922633977763,21.6668058394135,72.86766757613893,55.95388807300608,54.60852530359107,77.13428332833648,67.35328448085278,44.18518214165598,69.93282890667321,47.18080427988466,59.7184707655515,52.07263389581808,42.4056521876343,41.22797713955354,42.87302786576942,29.079915952896982,47.481053938987394,62.2270171598708,37.02989551944746,26.599108434295616,67.39717916915315,50.46351094068737,46.12476698924256,47.00671108145031,41.73629869245745,55.69157592234081,88.54857266874806,55.47680394655173,60.36463988108347,47.08317289826304,49.42399998848644,50.318471337579616,39.89675343896728,55.0908782815555,45.34539305444228,47.29941762996201,47.57013947139831,38.92945288581379,49.95023622355858,62.07249696881342,48.38240068646604,46.333585187568175,45.77418237426917,55.121743740390194,63.57168974711769,62.01567749160136,68.94675420834969,70.1205873288863,81.39071631937786,55.37294815661195,44.878256259609806,57.79129389139729,48.285662220114645,59.55417575900995,2,1995.26,20767,32.758
Alpedrete,48.273861049727415,42.38465661132608,53.22484990820144,40.43310698781891,39.6400214295722,60.056546488775744,41.64636376983679,49.21751785930205,46.564624650306,10.896886313429915,33.55927623611224,27.318078144546604,59.66777912612029,29.78787973554645,66.12737374456998,54.514341331130936,73.64655434326995,0.0,56.98344778758448,28.629341153902523,59.6655369444517,51.8490129165428,70.75074914904,46.42944485204209,18.42393549787431,39.720266153853984,42.49042274905877,59.59174990145642,44.29492756992276,48.90452412705303,49.86668251720211,52.73446980943095,63.71903346927248,57.105195723082346,54.30225771408968,37.865727773257774,39.05018491733748,67.84065994363445,44.25236967376893,55.47680394655173,60.36463988108347,61.03374264589654,32.35025453791839,50.318471337579616,34.92519687894746,34.633693878092295,53.74200771505827,41.30737151965802,66.98451020385366,47.49059625495452,41.19210363871897,49.89714275539452,48.87230995948254,73.27408250744341,66.46925460827839,49.15645201391767,49.245407102135154,60.01919692849146,62.03402189227415,68.6860653537593,62.02928042981938,45.82694654303828,50.84354798608233,46.11491250502538,46.03049514600465,52.85179542586263,2,2058.36,15006,43.979
Arroyomolinos,45.95058703829745,33.952531220732205,50.35365564437762,25.544030898201164,26.125176830391737,49.87804575173396,35.98926107529484,49.21751785930205,43.93375626593976,45.27486817052393,0.4874318207010049,5.683874033851382,9.449330515125482,3.434723466653012,91.86261973460482,72.93463292079193,70.2988194287411,85.4599060179932,92.67217407076978,23.29057886038479,98.32379690425968,100.0,69.46579505563379,100.0,0.0,40.71053952357428,40.48368020942768,14.206421467058922,92.9675409640075,64.54246990487414,36.58999333298166,9.11570725509328,88.1929066232342,47.86725889355359,49.4919690524149,47.17477244889032,41.0245423957854,56.40622792359336,88.54857266874806,55.47680394655173,44.15017437789036,48.82699411671723,49.42399998848644,50.318471337579616,33.37956707426581,43.352687342424574,42.21803107266663,38.17231025261952,56.38830835208167,39.66828370047979,39.04900809338528,63.49174332039991,40.60087714081568,46.333585187568175,51.2996353301788,0.0,66.53303099647975,65.8838585826268,57.00506439971584,57.73975803004247,37.96609321156191,56.58337863844192,100.0,52.102731787163705,47.0912753969975,46.10113490533927,2,2011.98,34833,31.45
Becerril de la Sierra,100.0,47.84729203100357,81.18613935281334,69.93464608211393,72.9677527035305,96.75529369236553,75.55304089658878,49.21751785930205,64.58682732591163,54.56498047260391,100.0,100.0,100.0,100.0,0.0,0.0,14.284709223343611,41.82526327026945,41.1271916808321,45.85048317354239,31.26884535235381,37.02691994033771,60.628229141322464,35.143066764490115,55.138564278945466,44.53453191074658,58.914466891403386,72.74841920634726,32.76788501517679,54.60675849907621,67.06718093426754,75.96449775836749,29.50579659787412,59.68728639541359,59.59357524193193,43.70346608155287,44.015451331441966,67.84065994363445,22.70286551404936,55.47680394655173,45.95178165602292,59.28992142744235,53.37791998756535,50.318471337579616,50.799853714622735,52.95251741764889,49.495972931888176,46.08114119716775,36.99940237804599,65.11956801932338,44.45540335087584,42.877949599115496,53.50051159735235,46.333585187568175,47.41060758267552,59.67702111745088,44.1259725302766,58.64661654135339,56.16692042987892,48.73199391595672,46.99957405731769,45.50406767434707,40.32297888254912,44.82105323033295,45.56132461958517,52.789005251363406,2,1941.72,6197,50.448
Boalo (El),47.24323470437968,41.0258647818541,52.592144611902455,59.22652181427807,53.1182598435442,50.148135411175055,45.28687845955936,49.21751785930205,43.37893860583615,54.56498047260391,100.0,100.0,100.0,100.0,0.0,0.0,14.284709223343611,41.82526327026945,44.761404540354526,38.7531815852213,50.81404407075966,63.119143058027504,67.81473481508714,56.04671068720961,55.29664826246111,36.33350206082831,46.25993995183262,54.5780014995497,49.0093584574818,52.46410073504325,58.08540913778929,51.48656133042285,56.012308734637685,42.72904006936245,52.94936402799364,49.21938700863158,43.700798750603454,61.63212068275277,22.70286551404936,43.68798310790949,63.06705079828233,74.76633474122326,44.48159998963779,35.41401273885351,84.94825315407356,59.27737282511336,43.31473112917126,49.68456586407089,35.45836761996771,83.62662313935915,25.707671543591765,37.51888405593076,51.78943288753436,46.333585187568175,47.79984262338351,40.66969015438075,45.70450722199664,56.65013597824349,59.18756413184556,58.86411309162851,51.3754053430581,41.33395196669504,59.33030984561925,45.88394595892885,45.07873009285397,48.50933765805652,2,1949.1115625,8216,55.387
Brunete,48.962522662970684,45.64943137024215,47.32119018787735,44.64891253066105,51.637840905777246,52.62728790853684,47.30414067247291,100.0,48.09736038868304,93.95022305041311,99.44236385969312,98.17417657354248,60.88494563453117,98.81336243409407,23.84249417597277,65.15776653066774,51.785980163494,24.627280523987324,49.49362128512147,74.81060122333074,59.41242723718185,57.712016134363424,59.63203790612067,56.04671068720961,54.70759722864687,45.70589154537302,45.50268842977943,40.91478035756838,65.53577003035358,47.21113331354314,39.21471834818596,41.78182102480898,52.20711502978236,29.49523531638141,32.655958736553195,55.99716604033645,22.274531724005044,31.3934078797535,59.17125716895941,55.47680394655173,62.16624715921605,10.462927310725116,56.10291890584946,50.318471337579616,39.20996566409734,32.32129559625972,45.95702581874397,49.99833530403272,66.56184469413826,49.79744821503407,41.77678551451009,56.05046543111848,49.89365706529544,46.333585187568175,46.140950974237214,39.4682261310917,48.109167154955024,62.51479763237884,55.12128957619859,55.78829119901384,67.07069101557022,47.484775797812745,60.5317738689083,47.80553112326343,46.96399116881319,53.0816806693972,2,2452.44,10845,38.308
Cabrera (La),50.787846186244536,54.553968817025336,60.70330719660205,51.64233253768581,71.28787221297208,64.83157034305871,58.2042382345168,49.21751785930205,43.37893860583615,54.56498047260391,100.0,100.0,100.0,100.0,0.0,0.0,14.284709223343611,41.82526327026945,35.021570076324885,63.71847599307503,24.42722870689192,37.11144035852886,43.96687274256785,29.738322328197626,58.23813952716289,90.68834909820134,69.65061259171715,70.65431591611204,48.77622725974536,49.958573510972485,61.80841890999916,77.40614509927597,20.932381259378136,43.39892863232612,50.34084352212221,53.19380476378296,52.09811967770732,37.65712247896718,22.70286551404936,8.321520591982745,40.546959821625215,64.8291182390027,59.30879998618372,37.07006369426752,83.50120176532526,57.98942085965577,77.72383343024556,79.24585157709245,100.0,35.08887778250662,53.32019537240685,32.05782374435982,99.21012404926752,46.333585187568175,67.3550702122746,68.69811439825122,42.81433983957202,42.924332106862906,43.204516928333305,37.436748814506295,51.912613724181625,51.48765726350637,31.30188560174878,49.23224828430442,100.0,53.60310474567004,2,1751.848529411765,2805,60.42
Cadalso de los Vidrios,44.52448115540293,56.46576500437169,34.15148773484668,93.62630704678774,92.63060504435003,31.86116753967628,89.75248808888777,49.21751785930205,100.0,93.95022305041311,99.44236385969312,98.17417657354248,60.88494563453117,98.81336243409407,23.84249417597277,65.15776653066774,51.785980163494,24.627280523987324,35.71997254759517,64.72716340403514,10.188608045253211,10.61425237804268,16.689905695180897,17.57764734653952,60.49196546357164,100.0,87.2318994250034,88.58607581284429,16.73363930419302,32.69635491202962,100.0,89.49670924009831,27.68870932353604,52.60659899413962,54.78328658025716,67.98668148238195,89.65554678084166,44.25714390229971,22.70286551404936,55.47680394655173,47.753388934155495,55.80227899053399,50.83611427387176,50.318471337579616,76.24141080699005,51.52782446694775,100.0,45.26945881226164,30.72840605691113,35.08887778250662,43.900545644709744,0.0,49.4670352452535,46.333585187568175,44.44816655029312,81.17057409279171,42.93635218289338,0.0,29.48696421048812,20.920360668449504,22.54009871472004,50.81576394227872,18.82942590720829,47.81928821001182,51.22036269423196,43.47826810813825,2,869.58,3193,89.965
Camarma de Esteruelas,46.50238590198448,34.920238875573816,58.74685734152534,42.09790157613847,31.13174147053331,62.32504849250917,47.61971006254871,49.21751785930205,44.73559152350815,37.21404019325912,18.183837848243822,23.71182814850336,14.6922633977763,21.6668058394135,72.86766757613893,55.95388807300608,54.60852530359107,77.13428332833648,43.64360058504822,44.415685166326206,59.39074158030605,67.46166753174555,47.77308723085116,63.99486426999268,54.883371562698784,49.71645979089905,47.84227718408126,49.16173121246419,69.31767612696686,60.94833430068986,41.830102896525055,48.0993743419476,53.24933430066521,37.12886003380941,28.282969044121582,60.40465705569575,52.94982719832889,32.49787006350746,22.70286551404936,55.47680394655173,48.736083813136894,42.565090650449925,55.82004704581996,45.35031847133758,45.82222990424971,44.09182260096523,45.73027203874224,63.41024897439112,46.0785169991387,35.08887778250662,35.905581924082384,56.94997248422643,41.35325171817461,46.333585187568175,46.86531560594469,38.36581294471907,47.194074580044855,41.42697168453048,45.53642595153761,49.26186239325588,45.04598520003398,54.36901943833325,61.63418705528093,52.53415507288815,46.80220373573434,50.30162237726464,2,1731.840909090909,7595,37.479
Campo Real,66.09829403941289,47.32491960803037,70.73399454882075,48.317731966918046,41.76099806082163,69.71607446207832,60.64319753528674,49.21751785930205,50.2538899320461,100.0,88.08848386293378,76.70945125895427,81.60673183356421,81.13917481455684,8.033516433110805,55.42969779789536,0.0,88.87906315110322,41.9443945724731,65.84318386826516,46.7045453711667,57.801134364396304,38.296484067613214,57.23893372462706,58.95252857647883,51.61595040842828,44.10380595060497,56.24471091454855,52.29909869220706,34.1132737559869,48.09975631837379,62.59524964810328,29.40230303246178,46.97509228099307,39.87139172906535,55.338209593552165,59.87586766003463,39.9692318947843,79.59355649570904,55.47680394655173,69.37267627174633,33.13260315062955,56.73015650852357,50.318471337579616,48.95393920724054,49.666595112006256,46.3677791224294,44.20907097154581,48.25721264332197,35.08887778250662,43.17567545424272,60.03585675327226,45.54891960793957,46.333585187568175,47.20839013737382,42.42663346672024,45.71467491727342,30.321548552231647,38.78139303453671,32.88763408257205,54.63265685743986,50.28777547359129,57.57336653327976,50.32375408109171,45.42727196801169,53.64285265627586,2,1569.14,6651,34.635
Casarrubuelos,55.945911505761146,96.43505062782585,34.15148773484668,90.228759976687,69.96889673406461,71.94283369280787,33.15469153366796,49.21751785930205,43.37893860583615,45.27486817052393,0.4874318207010049,5.683874033851382,9.449330515125482,3.434723466653012,91.86261973460482,72.93463292079193,70.2988194287411,85.4599060179932,37.10237743918171,23.29638809242032,58.773749984700295,66.55624611768445,43.7964213118897,67.4125703105894,35.08335262736449,36.33350206082831,41.38519370498796,40.25302090559121,80.7411048160522,59.133987000500646,39.10300138681534,36.89768743501669,64.06410933506642,40.5367503162757,48.073550600895416,63.83975858475503,72.31481532289888,53.071185251081374,22.70286551404936,39.75837616169539,40.546959821625215,60.09476198980583,59.30879998618372,41.21019108280255,66.06530454797227,80.12662824368641,45.54487069266667,40.10931042399917,40.53940434069622,75.36013411695755,30.596154839465665,60.79430721180357,46.75273719764289,46.333585187568175,56.03504301941311,33.12923120921862,44.04208904424316,44.04735242361223,40.93073233466617,45.92756807269042,38.922424728066886,80.51335641600117,66.87076879078138,47.54773437700436,43.59748280104946,46.91804962532981,2,1276.934358974359,3961,33.936
Cercedilla,46.90686540026292,44.39684699892476,52.33052486326325,51.066815236306326,54.05549905450928,49.97578557616315,54.50475002069037,49.21751785930205,59.39806451628464,10.896886313429915,33.55927623611224,27.318078144546604,59.66777912612029,29.78787973554645,66.12737374456998,54.514341331130936,73.64655434326995,0.0,43.53200019015452,55.59184012334565,22.959900168263108,29.020949143216853,55.40449130182444,25.7642455368061,55.07382512379144,36.33350206082831,76.99910792596222,74.1662927558442,18.8059166174058,43.962587671299616,72.12606059541085,76.00679868648716,32.532538043725495,42.1696657646618,53.8212288479222,53.32564571046742,40.39196473020248,45.68644790480485,26.46547735146071,55.47680394655173,53.1582107685532,43.59553046135466,59.30879998618372,50.318471337579616,46.00383169135831,64.21539966721538,59.35290898870331,41.21716185507175,51.36367179543382,35.08887778250662,61.69412484100211,35.761101877360346,50.302374490021016,100.0,46.88520983685541,63.35864353440744,46.36794933880651,54.65365541513359,50.714745898402136,51.25210008847713,52.39683571332261,54.5102174769496,36.641356465592565,50.93357235579015,77.52400380712714,50.87113442350129,2,2026.84,7533,57.007
Chinchón,76.8852004814179,44.62012588277477,61.58836784532723,25.161450961900663,36.28948194784434,69.71607446207832,58.04832819281028,49.21751785930205,47.114519004870026,45.27486817052393,0.4874318207010049,5.683874033851382,9.449330515125482,3.434723466653012,91.86261973460482,72.93463292079193,70.2988194287411,85.4599060179932,40.15698824780456,50.514714206609135,11.385129548371076,17.079699935461164,21.317237439531105,22.4260210320372,61.16495156482394,81.24493894660401,91.15613773364446,81.86625387277459,0.0,40.29933407472718,74.53483786994049,85.56627814447282,23.51887258382016,100.0,100.0,30.82981861407245,68.34117012152998,92.13882798622176,22.70286551404936,55.47680394655173,40.546959821625215,41.85170924290049,59.30879998618372,50.318471337579616,53.37598801452448,57.53830788872691,47.26795444724689,33.67475140981954,44.46519085792663,35.08887778250662,63.35279449949886,48.14695593191669,51.26826699226235,46.333585187568175,44.44816655029312,97.23270151843435,44.91905276186541,39.18093105103184,34.84785388042748,22.1610283226134,40.653702964042935,67.22660401918131,2.7672984815656463,49.78480212108473,47.89933071531806,56.63447367661063,2,1370.28,5658,45.592
Ciempozuelos,47.90713474348812,36.2110594519456,54.22725366934464,31.36855262710401,32.03780207567243,63.91253472484597,38.49220615542354,49.21751785930205,47.11673465160745,45.27486817052393,0.4874318207010049,5.683874033851382,9.449330515125482,3.434723466653012,91.86261973460482,72.93463292079193,70.2988194287411,85.4599060179932,75.66211388132604,65.0886151425642,41.31519708939099,47.38281493167106,29.185595638010074,48.73440939104917,43.65865595221424,40.33789728439871,44.13117219513556,34.15550032256087,54.863541867307845,19.33930288301778,39.455413388881375,44.11181621905372,30.871910363984355,41.85811551900575,39.87139172906535,66.97858864345052,69.52970097099669,39.9692318947843,83.87565151583397,55.47680394655173,40.546959821625215,24.41349705835861,44.00330321555566,50.318471337579616,30.359699487283365,51.824119174190365,53.33428039829046,42.09044759606076,42.97640328405458,35.08887778250662,58.50998570673768,59.05388584487336,41.63137003960171,54.29696821522544,45.17141624803073,47.10399868463653,59.84014558053955,37.55879059350504,37.06360771809417,38.13462436997349,44.51345737136467,63.37173664559693,52.89600131536347,52.986721773383415,47.43309805518517,36.65036139135368,2,1342.36,25383,35.54
Cobeña,45.02106508367937,37.78028436579861,50.57151317180947,46.12172756326692,46.226049422495365,46.96440406114615,47.50724281322128,49.21751785930205,51.45556727958491,37.21404019325912,18.183837848243822,23.71182814850336,14.6922633977763,21.6668058394135,72.86766757613893,55.95388807300608,54.60852530359107,77.13428332833648,43.56440030480108,47.00280730436086,84.93065612874776,75.62657975696811,75.33045224287399,73.85057471264372,49.34516267353409,49.79444285805879,46.99360541005122,25.36166414497407,73.43632728697723,70.29654277118843,37.05438080700544,17.176909425425585,84.86017965360088,51.92213254534981,74.34512713773455,35.49638802647132,24.92403602453544,70.93748528239557,87.35137799320809,55.47680394655173,64.56839019672613,48.2457203772325,59.30879998618372,33.75796178343949,45.95080137211911,44.320693359850175,54.79196722245751,41.163380121787085,66.75403834594702,49.17217327014712,61.60834068534678,60.08468403601033,50.26701221875759,46.333585187568175,49.31063432348176,17.910713730294603,45.399476363693246,75.99104143337067,73.75988787229618,73.81674304858288,57.34116829804948,46.91579005572033,82.0892862697054,46.82590605049804,45.20918029137733,48.70764827896463,2,2390.2,7551,34.59
