Municipio,escuelas/100_alumnos_priv,escuelas/100_alumnos_pub,unidadEsc/100_alumnos_priv,unidadEsc/100_alumnos_pub,profesores/100_alumnos_pub,profesores/100_alumnos_priv,bibliotecas/100_alumnos,idiomas/10_alumnos,actividades/10_alumnos,Magnitud6,Magnitud7,Magnitud8,Magnitud10,Magnitud12,Magnitud14,Magnitud83,Magnitud88,Magnitud89,Total_x,frac_extranjeros,frac_young,frac_old,frac_HighEduc,edadMedia,densidad,serviciosOcio,serviciosGenerales,familiares,antiguedadFamiliares,superficieFamiliares,unidadesUrbanasResidenciales,1-3p,4+p,size,rooms,price,priceByArea_x,bathrooms,hasLift,parkingSpace,newDevelopment,propertyType,pisoBajo,numHouses,centros_100,farmacias_100,centrosSociales_10,clinicaDental_10,otroConsulta_100,consultaPrimaria_100,orgNoSanitaria_100,distanciaCentro_x,Bus_100,estacionTren_100,servicioCoches_100,estacionBus_100,trabajadoresLugarTrabajo,paro_100,rentaBruta,pensionMedia,trabajadores_100,contratos_100,pensionistas_100,ocupadosColectivos_100,funcionario_100,organizaciones_100,grupo,priceByArea_y,Total_y,distanciaCentro_y
Pozuelo del Rey,49.0983173689666,58.90535486559856,48.7297670605121,66.600683428533,64.66731582725699,48.46789721672274,48.9251581669976,50.0,48.96177193079584,95.4002493838526,47.64108417247635,42.18699491585716,47.41250383643788,44.43102244469432,49.07094160469786,81.50406569145613,31.74048102010533,100.0,54.4390456107236,49.901086861109306,64.72884904233398,68.4132708129665,54.96977192769224,73.90683760683763,49.89396619946868,48.67211088755275,40.46082942138886,45.89914511943229,70.0548088492258,48.03715515429529,38.12445050502428,42.82082337168641,65.40017569730253,35.791302341320275,32.423780296140734,53.774180748276606,38.99176681892628,50.18091104838375,41.51070243542756,41.09840832061698,48.96437448218724,42.46846956187149,67.97620353108894,55.16898608349901,39.52306325343395,48.30733240141684,46.63775808083096,44.68278662862529,46.383235266670944,40.89643862896059,45.38339361471625,87.67735411276743,40.065751894900856,48.77222343132031,48.737630310809,34.545070401212335,47.180937481196224,48.52325325104694,51.12447631204451,51.63719219797069,62.52521544448653,49.073263805478895,65.45492959878766,40.4313213887605,48.01257739885215,44.3189268819988,1,1414.2594736842104,1178,41.51
Prádena del Rincón,49.0983173689666,39.93859557279789,48.7297670605121,29.49033168245857,30.55300007426372,48.46789721672274,48.9251581669976,50.0,48.96177193079584,26.36392013101168,54.11906051726041,56.02086011926094,59.49817878552897,55.21554936179337,44.190304553505314,22.93635081479197,45.61080470799435,35.47305118787024,25.17216462920089,22.206640158248312,44.60995776462949,50.86093176815829,59.575894322931234,47.28589743589746,57.72582651864073,57.59757111270592,77.93491456974715,60.16505524479469,38.18737794223456,52.68109254064128,59.94770510178032,58.87846760185994,48.06182007998074,26.66641589203964,35.8025912813337,64.34306302687213,48.58168871792585,86.6761190835719,50.0,50.0,48.96437448218724,59.94121132447005,67.97620353108894,35.487077534791254,63.08758395853962,37.86330364170312,46.63775808083096,44.68278662862529,46.383235266670944,58.95618276964958,45.38339361471625,25.74419428360233,82.13698919537626,48.77222343132031,48.737630310809,52.06410050537714,40.28897647271196,72.74630813312761,48.60800609675292,38.81020885639062,42.33253241875268,49.13437761136105,47.93589949462286,58.3554169408916,48.01257739885215,58.1253348524426,1,1262.3,147,85.383
Puebla de la Sierra,49.0983173689666,39.93859557279789,48.7297670605121,29.49033168245857,30.55300007426372,48.46789721672274,48.9251581669976,50.0,48.96177193079584,26.36392013101168,54.11906051726041,56.02086011926094,59.49817878552897,55.21554936179337,44.190304553505314,22.93635081479197,45.61080470799435,35.47305118787024,23.38379071859378,35.77943291073215,0.0,41.72364911309315,54.52696710780676,34.9132478632479,58.97981810430398,47.3995185955086,76.87933177910233,81.34251370954499,37.03512240542224,12.996536693684671,77.28131307384656,82.52334873079046,23.10509608535088,45.787371365182416,42.935636694518834,35.698271823192684,24.319026549515925,72.23009923630993,50.0,21.310285795875465,48.96437448218724,59.94121132447005,50.0,37.67395626242545,83.28084685180912,37.86330364170312,46.63775808083096,44.68278662862529,46.383235266670944,89.35901034768693,45.38339361471625,0.0,56.89710362160757,48.77222343132031,48.737630310809,37.37951157568634,38.841085504543,75.36918668723825,41.17806699580648,58.42933152515868,29.12055447115862,49.07340872304027,62.620488424313656,53.40637686954093,48.01257739885215,53.145355493462,1,1646.76,84,103.62
Puentes Viejas,49.0983173689666,39.93859557279789,48.7297670605121,29.49033168245857,30.55300007426372,48.46789721672274,48.9251581669976,50.0,48.96177193079584,26.36392013101168,54.11906051726041,56.02086011926094,59.49817878552897,55.21554936179337,44.190304553505314,22.93635081479197,45.61080470799435,35.47305118787024,40.78495273767567,39.01374781340438,42.17494180995395,50.14573875307189,59.24676248230004,48.99700854700856,56.39237408002456,56.002753717620536,47.94848809231919,62.85374865505422,51.15316246757723,47.77329507552565,52.67146875040743,60.29709878997891,51.32731969018196,42.14638056613188,50.29878034683899,52.17063544483952,45.258684461370045,60.11408259021924,41.51070243542756,37.012601645467925,48.96437448218724,56.37151139447681,67.97620353108894,68.29025844930418,58.87703272876177,55.51476114377311,46.63775808083096,44.68278662862529,46.383235266670944,53.78726588586561,57.4955412082553,40.1345170629543,46.72952975823862,48.77222343132031,48.737630310809,30.681979030155272,43.5901678801372,60.55763720520167,50.0034535914088,49.05486221831266,53.225621840872336,49.09663579928911,69.31802096984472,48.02846732859261,48.01257739885215,47.46708347639764,1,1314.9554838709676,697,75.189
Rascafría,49.0983173689666,45.65872932776952,48.7297670605121,60.2683615036076,53.702000049509145,48.46789721672274,57.03227591826783,50.0,48.96177193079584,26.36392013101168,54.11906051726041,56.02086011926094,59.49817878552897,55.21554936179337,44.190304553505314,22.93635081479197,45.61080470799435,35.47305118787024,70.27892881895802,81.96076074378018,35.82859877650412,38.17026141390115,40.42236370531954,39.58589743589744,56.46190232635836,49.12660813471137,53.52030615386552,54.244475458950525,49.08143029027831,52.96254329132893,50.15259152367945,51.77113529770928,57.058316552238445,53.30257277004948,64.33477293407427,26.763065133428427,19.83328023798657,57.78407938904794,41.51070243542756,56.82742878900125,48.96437448218724,47.64557823227107,67.97620353108894,44.23459244532803,40.72300247459598,44.95032315722315,46.63775808083096,89.61209011574421,46.383235266670944,38.08488682142031,46.599143452374186,11.616437723296784,41.06563417569532,48.77222343132031,50.05659297178281,60.87648729911263,64.61354473795053,53.76901035926824,55.45473052199016,53.67389325660808,60.48397606718423,49.12618286830718,39.123512700887375,48.95862666348193,64.65371267316499,57.60591765048441,1,1717.84,1736,95.391
Redueña,49.0983173689666,65.67919747017022,48.7297670605121,79.85438048070243,76.85100002475458,48.46789721672274,48.9251581669976,50.0,48.96177193079584,26.36392013101168,54.11906051726041,56.02086011926094,59.49817878552897,55.21554936179337,44.190304553505314,22.93635081479197,45.61080470799435,35.47305118787024,29.45858463716397,42.73559271066286,56.63341648490105,58.41741682741798,59.60080094062386,56.20341880341884,53.67332301804187,47.3995185955086,39.9339341065339,47.81216118682073,52.48000217663384,58.310107554394,40.80244394380823,45.2310865475779,62.03088572529705,60.48482221394143,57.201727520889136,43.75711280250083,54.04845537853686,43.33805954178596,50.0,63.93085738762642,48.96437448218724,59.94121132447005,50.0,36.58051689860835,49.44470835727029,79.14875961130976,46.63775808083096,44.68278662862529,46.383235266670944,51.15143005246885,45.38339361471625,67.15201634429798,53.86681161759805,48.77222343132031,48.737630310809,39.44915162617968,41.91061435706119,60.09477628388802,59.905945018857,60.50366216455612,55.587709055213416,49.1003332388222,60.55084837382032,61.04184889371602,48.01257739885215,61.64585717333271,1,1175.675,298,56.05
Ribatejada,49.0983173689666,53.28557433439836,48.7297670605121,62.13369664428331,54.559370418962686,48.46789721672274,48.9251581669976,50.0,48.96177193079584,26.36392013101168,54.11906051726041,56.02086011926094,59.49817878552897,55.21554936179337,44.190304553505314,22.93635081479197,45.61080470799435,35.47305118787024,45.72427115744769,69.42596256987459,55.456309566393855,58.229971307043584,56.22362557576188,57.32222222222224,52.63288247468959,49.12065949106314,41.35915266198544,47.897169865089616,53.88831449940446,50.71093728582785,43.48452469238546,47.516289048723934,53.03024251473255,59.4574275915039,54.34850935561506,34.56045922552008,39.03725580908204,57.78407938904794,50.0,54.09534086645312,48.96437448218724,59.94121132447005,50.0,50.79522862823062,40.70729718513416,51.98852279089115,51.29393533210174,44.68278662862529,46.383235266670944,41.285193720991245,57.49901771445322,73.25032852860252,42.94578021413982,48.77222343132031,48.737630310809,40.004354958938016,44.57473373849209,38.80317390346043,59.05971925773967,55.40955766916513,42.61101504145213,49.10055422808137,59.995645041061984,43.94490320110207,48.01257739885215,43.49452523016081,1,1413.5386666666666,871,51.73
Robledillo de la Jara,49.0983173689666,39.93859557279789,48.7297670605121,29.49033168245857,30.55300007426372,48.46789721672274,48.9251581669976,50.0,48.96177193079584,26.36392013101168,54.11906051726041,56.02086011926094,59.49817878552897,55.21554936179337,44.190304553505314,22.93635081479197,45.61080470799435,35.47305118787024,24.2353973426924,89.42118799949603,39.59400557578359,41.72364911309315,39.22718766803568,20.335897435897465,58.00145635232117,100.0,56.26768886703783,49.17545999346539,53.34128409303901,45.99663721180994,66.56749970790217,58.19966718667534,13.91051356101356,56.77478607736146,85.73390917362971,45.352922897413336,51.69945490077977,86.6761190835719,50.0,63.93085738762642,48.96437448218724,59.94121132447005,50.0,37.67395626242545,70.88147489980153,37.86330364170312,100.0,44.68278662862529,46.383235266670944,75.35770817359078,45.38339361471625,34.624861401995815,80.66097249515586,48.77222343132031,48.737630310809,52.49051325106689,39.82565136289789,53.15186246418338,54.08124197172921,56.04455684449088,27.74764988011308,49.15577020375431,47.50948674893311,52.74997787060391,48.01257739885215,41.28077309083802,1,1212.8966666666663,114,79.092
Robregordo,49.0983173689666,39.93859557279789,48.7297670605121,29.49033168245857,30.55300007426372,48.46789721672274,48.9251581669976,50.0,48.96177193079584,26.36392013101168,54.11906051726041,56.02086011926094,59.49817878552897,55.21554936179337,44.190304553505314,22.93635081479197,45.61080470799435,35.47305118787024,22.98637429401441,56.50878911452565,18.45230071173311,31.77416355535556,45.0411038551487,32.77435897435899,58.40124376874054,47.3995185955086,48.80082954795032,58.97614529589645,14.094762172522408,64.23816399075233,86.03884393356267,59.73828146109379,40.57480288159178,40.15097031153212,60.76825022748172,73.25965193219574,79.22345490171618,21.669029770892983,50.0,0.0,48.96437448218724,59.94121132447005,67.97620353108894,40.95427435387674,92.70436953533488,37.86330364170312,46.63775808083096,44.68278662862529,46.383235266670944,100.0,45.38339361471625,19.885861976920864,84.38053457971124,48.77222343132031,48.737630310809,77.78744938911139,38.60942294963596,60.63478069208728,28.90047381147355,38.937208691455766,23.90351702518557,49.11324173007651,22.212550610888613,60.88932545742311,48.01257739885215,44.31419209686972,1,776.7583333333333,70,89.533
Rozas de Puerto Real,66.18673939509922,53.04290199327836,80.28537471493502,55.13021107065544,57.06912731863576,100.0,48.9251581669976,50.0,48.96177193079584,86.20790396962664,53.81579486372502,54.93637750583428,33.79682824795955,54.53703584796099,58.67543835972757,91.78286529666052,82.024200214645,11.888699761381943,37.378526241281165,31.243763550716675,29.98714113798516,39.48199725433078,38.81158171907473,34.09059829059832,54.497729367428406,47.3995185955086,48.53958652801257,57.16959971929929,44.763381763436186,34.773788528140486,56.94493771628943,56.74755977048319,46.66043731147811,59.24338704516276,52.92190027297804,68.73792402826115,82.75609582081086,52.00567145014317,50.0,31.96542869381321,48.96437448218724,59.94121132447005,50.0,45.32803180914513,43.022643359796966,59.18577483571139,50.15208250531696,44.68278662862529,100.0,47.7724736649036,63.67231664915454,16.130882715288905,40.12397727555024,48.77222343132031,56.674265248245845,58.6284180332614,48.16550333955112,57.6261847035486,43.343132069862925,45.36245960623332,30.32473910300838,49.18963352817078,41.3715819667386,74.59581630431997,48.01257739885215,54.9860203079483,1,720.7810000000001,577,92.193
Santa María de la Alameda,49.0983173689666,72.69936162399905,48.7297670605121,61.54018091770468,60.01536367912155,48.46789721672274,48.9251581669976,50.0,48.96177193079584,86.20790396962664,53.81579486372502,54.93637750583428,33.79682824795955,54.53703584796099,58.67543835972757,91.78286529666052,82.024200214645,11.888699761381943,63.55123648857889,56.33247204207845,48.96435930639499,51.64658500956927,48.84941036132623,50.57649572649575,54.43068427274938,47.3995185955086,50.28554652980191,49.17418158444936,49.41895968995061,30.217804501384386,57.87456689059073,49.47730072204502,49.35044612213174,48.65551468615384,45.07555031847438,53.233831051138736,53.17307852024729,33.22584564870257,50.0,43.47298302358597,48.96437448218724,59.94121132447005,50.0,67.19681908548708,46.724619763948986,46.07081923806253,46.63775808083096,44.68278662862529,46.383235266670944,49.57065344227347,45.38339361471625,47.30285717219005,39.46622274614965,100.0,48.99221327494626,41.628722409266906,53.4937421024129,42.814635221512006,44.92572683920661,52.43211709152663,45.7233830221584,49.04704445792384,58.37127759073309,44.52900735289618,48.01257739885215,49.59037890057795,1,1189.5459999999998,1499,70.111
Santorcaz,49.0983173689666,39.93859557279789,48.7297670605121,29.49033168245857,30.55300007426372,48.46789721672274,48.9251581669976,50.0,48.96177193079584,95.4002493838526,47.64108417247635,42.18699491585716,47.41250383643788,44.43102244469432,49.07094160469786,81.50406569145613,31.74048102010533,100.0,47.71135328034448,39.55191139096556,55.5545030011551,55.15175395722359,48.587991853968674,53.57094017094018,51.07346323548856,53.77194673590394,40.5935331298061,44.54245001830479,47.2541159541214,56.32236162766257,41.27925154985444,44.01218546611657,56.002354791980935,47.26187290664368,42.935636694518834,50.889851990061416,47.01021900324309,52.96873943996062,41.51070243542756,53.27571448968869,48.96437448218724,47.64557823227107,0.0,44.23459244532803,40.36926906338414,50.93776259913433,50.94756720501464,44.68278662862529,46.383235266670944,42.09085227471281,45.38339361471625,81.72867644039259,39.01847880674887,48.77222343132031,48.737630310809,52.94014985777322,44.86431193212588,52.76614502975534,49.146062265344895,50.33897166174916,47.78163180061007,49.056627700643794,47.05985014222678,42.60768713936026,48.01257739885215,42.51822419542056,1,1287.2011111111112,941,45.724
Santos de la Humosa (Los),49.0983173689666,42.10297050711148,48.7297670605121,47.48829506681599,43.69162168183545,48.46789721672274,48.9251581669976,50.0,48.96177193079584,0.0,9.624039317496267,10.708046851456302,3.444976826643938,10.425014874511293,88.45991440209956,82.05793171983939,84.76486606263073,83.8938659926996,99.09161960096148,54.04289241598279,72.37895992623439,67.70949198199341,50.731746323286885,74.79529914529917,39.86203351416268,47.3995185955086,40.38517560482481,35.42256861743681,64.65433845446907,51.18588542761322,35.94827817012847,32.165166784442256,73.51386836763378,43.02767525435719,42.65031487799144,55.32291242962907,40.228658585764535,53.7391938318146,70.75535121771378,63.93085738762642,48.96437448218724,26.7430019755328,56.646836275907454,89.06560636182903,37.60193918739033,42.3355195191814,46.63775808083096,58.858953632194535,46.383235266670944,38.18478530221184,45.38339361471625,80.63888546671593,37.86550203120863,48.77222343132031,48.87635072638215,35.350185650946244,57.374089897105726,51.68613621335684,52.37743879179887,54.48763294054405,47.05977761119776,49.0340969767286,64.64981434905376,41.32971165726288,48.887683749155286,40.92223058335336,1,1394.66,2751,46.496
Serna del Monte (La),49.0983173689666,39.93859557279789,48.7297670605121,29.49033168245857,30.55300007426372,48.46789721672274,48.9251581669976,50.0,48.96177193079584,26.36392013101168,54.11906051726041,56.02086011926094,59.49817878552897,55.21554936179337,44.190304553505314,22.93635081479197,45.61080470799435,35.47305118787024,24.06507601787268,66.96943645810663,62.69050882832404,48.63301408374426,41.49819107403543,57.782905982906,54.48779676080929,47.3995185955086,62.92218154724314,42.04243484318578,44.61207548082447,41.14161176244822,55.96315059090744,45.26474816399087,42.51588141450743,29.57736732227929,48.64207302506696,74.15729511058402,72.75587288508697,34.67044763342877,50.0,47.948143040719806,48.96437448218724,59.94121132447005,50.0,39.86083499005965,72.81026609233605,37.86330364170312,46.63775808083096,44.68278662862529,46.383235266670944,67.19028190536802,45.38339361471625,32.151657016138984,83.07179977218252,48.77222343132031,52.27114756304747,49.58853762067831,40.75230158252602,43.74035706413929,32.616373825692314,49.87800929743863,59.68501627584916,49.0396876588826,50.41146237932169,51.19947159327938,48.01257739885215,67.34751885055485,1,879.242,108,80.844
Somosierra,49.0983173689666,39.93859557279789,48.7297670605121,29.49033168245857,30.55300007426372,48.46789721672274,48.9251581669976,50.0,48.96177193079584,26.36392013101168,54.11906051726041,56.02086011926094,59.49817878552897,55.21554936179337,44.190304553505314,22.93635081479197,45.61080470799435,35.47305118787024,23.46895138100364,22.376831916900148,29.85650778291034,46.8699347464057,49.78403548147774,28.430769230769243,58.28950194427549,64.63071077973854,54.20250148352584,62.061161628813466,0.0,73.1214533093308,53.47991635719248,56.50656730052523,64.06854650412266,30.091064633498043,35.8025912813337,71.28483693974151,63.0313075167345,21.669029770892983,50.0,0.0,48.96437448218724,59.94121132447005,50.0,36.58051689860835,81.65610156154605,37.86330364170312,93.25304987228895,44.68278662862529,46.383235266670944,74.68178324104821,45.38339361471625,14.61336290090756,75.17426214054352,48.77222343132031,48.737630310809,53.39112637773922,40.11522955653168,22.75732863125414,29.91257024296382,50.677637888589565,41.30454474466932,49.32686176452704,46.60887362226078,55.0150993203202,48.01257739885215,65.7269585176452,1,1033.335,87,93.268
Tielmes,49.0983173689666,42.64813261462656,48.7297670605121,50.69624696592967,47.61015795076035,48.46789721672274,52.76537183865192,50.0,48.96177193079584,95.4002493838526,47.64108417247635,42.18699491585716,47.41250383643788,44.43102244469432,49.07094160469786,81.50406569145613,31.74048102010533,100.0,100.0,82.7333240963819,62.33051410986769,57.90094776518177,22.33723443075396,60.94188034188036,33.36859193691633,47.938186838422006,41.495119433984144,40.82497636442803,48.98831873174802,26.171949960249624,38.01423416754678,40.05092301626525,59.61383296172067,41.146724157554,51.61934415404858,64.78017622678294,65.10240230407578,41.45379608344744,41.51070243542756,42.62057159175094,48.96437448218724,40.69587257146294,67.97620353108894,59.5427435387674,37.58539639755824,42.2840962679851,48.823635040509465,58.69595063394999,46.383235266670944,38.16143526882525,49.17524003615746,82.17899162252063,38.45113782020079,48.77222343132031,48.874755665908445,51.80354898757427,73.01131235333052,36.10315186246418,38.650059030070096,47.66256773019102,56.64237403596495,49.15093392512328,48.19645101242573,45.08153307981214,48.01257739885215,44.20596746459119,1,1000.5169565217392,2783,45.405
Titulcia,49.0983173689666,44.10470455040728,48.7297670605121,53.94455190819548,50.22295959080174,48.46789721672274,48.9251581669976,50.0,48.96177193079584,12.24804083012259,0.0,0.0,0.0,0.0,100.0,100.0,100.0,95.3111591865573,58.92417383097636,35.66306302186355,62.19470771907278,56.84150516264953,27.8588502429104,61.30384615384617,26.62931834584693,48.52160970331399,41.79226548647147,41.685114207138646,49.52371019329719,54.12352763791542,37.63083852729628,38.4771956424942,68.89769578627576,49.28885517455816,34.15650387829097,56.51541196619886,58.56107131241407,53.33915020527503,50.0,49.7240001903761,48.96437448218724,59.94121132447005,67.97620353108894,48.60834990059642,39.12571811013898,47.072185287618375,46.63775808083096,44.68278662862529,69.53957752051143,40.33558870847513,45.38339361471625,89.17511087840334,39.73465315161982,48.77222343132031,48.737630310809,55.62230102344285,51.64044166315664,31.39739916244214,47.0688949997845,52.54970953140177,62.78847985058725,49.37564890474385,44.37769897655716,43.988383248731125,48.01257739885215,43.50844932872807,1,1104.1692307692308,1336,40.449
Torremocha de Jarama,49.0983173689666,57.95701690095852,48.7297670605121,64.7451658412293,62.961600039607326,48.46789721672274,100.0,50.0,48.96177193079584,26.36392013101168,54.11906051726041,56.02086011926094,59.49817878552897,55.21554936179337,44.190304553505314,22.93635081479197,45.61080470799435,35.47305118787024,52.13970772565733,37.97613998337663,48.50829210313962,39.09342959463928,57.900172790325264,42.02094017094019,44.95001125480426,50.13263385535911,42.76293447526293,35.57943793325682,66.24887389430026,47.68534171593577,38.41335973837068,39.30731713233496,45.01787325182989,42.7778315620826,49.420223433778055,41.05874300564878,25.356701046070768,27.57876516295471,50.0,58.11896126147855,48.96437448218724,59.94121132447005,50.0,46.42147117296223,39.77114549168331,49.07849587410309,55.88007892371346,44.68278662862529,46.383235266670944,40.228096410617,58.85084304700363,54.96809679273952,41.77566908612274,48.77222343132031,48.737630310809,39.94826451925436,54.70997051567483,61.40621556094335,59.04873978554222,63.93736140891016,37.26798719423493,49.08246050026104,60.05173548074564,58.24064613012116,48.01257739885215,48.75794979506383,1,1630.317272727273,1097,64.681
Valdaracete,49.0983173689666,43.214672177918,48.7297670605121,58.33519599418007,55.59600913839287,48.46789721672274,48.9251581669976,50.0,48.96177193079584,95.4002493838526,47.64108417247635,42.18699491585716,47.41250383643788,44.43102244469432,49.07094160469786,81.50406569145613,31.74048102010533,100.0,38.79787061477887,27.80342464252612,48.62660032977883,45.2940386673052,22.936431688404195,46.52905982905984,56.90886962421853,47.3995185955086,41.91378316841316,45.168577480282536,26.39712684333678,50.7461186296638,44.51294136839287,44.52081033522793,56.038418945250015,45.28794342371973,51.85194346100028,77.20928191710418,89.21577876719068,21.669029770892983,50.0,63.93085738762642,48.96437448218724,59.94121132447005,50.0,38.76739562624255,42.47564097338415,37.86330364170312,46.63775808083096,44.68278662862529,46.383235266670944,45.06398165145548,45.38339361471625,63.00883433945217,42.52606829491632,48.77222343132031,48.737630310809,78.60829392456415,41.56312052470065,19.90301961648666,33.78112834236877,44.57223841027239,55.54613126905164,49.08588773526967,21.39170607543585,43.80792282111151,51.85215884970371,42.8375130499452,1,618.4225,627,58.985
Valdeavero,49.0983173689666,43.30652479301483,48.7297670605121,52.5542418797852,53.2693084611868,48.46789721672274,48.9251581669976,50.0,48.96177193079584,26.36392013101168,54.11906051726041,56.02086011926094,59.49817878552897,55.21554936179337,44.190304553505314,22.93635081479197,45.61080470799435,35.47305118787024,69.28538775750962,70.64825738933541,66.5894992446209,62.16659562943231,44.50260506787991,68.70769230769234,36.79534122051097,47.3995185955086,40.298826923053085,38.093162212007535,62.21016004304899,44.88842488097738,38.71797037096887,36.79929689560833,63.652069884033466,47.50861409200917,45.1647133861392,44.46325876949962,39.38237470791409,59.58983186995569,56.13302682657066,50.23138794742076,48.96437448218724,32.27603686702234,67.97620353108894,51.88866799204771,38.49002915850764,45.09614660404455,46.63775808083096,44.68278662862529,46.383235266670944,38.78146693854454,45.38339361471625,78.67387376288447,40.17438108096248,48.77222343132031,49.18633091426785,42.41190582362211,56.27369276129731,42.96892219528322,50.09135139990486,54.459410754974016,46.01298211608816,49.064393021859225,57.58809417637789,44.72132070482171,48.01257739885215,48.12438865004533,1,1408.0700000000002,1701,47.888
Valdelaguna,49.0983173689666,75.97543822911916,48.7297670605121,100.0,79.16590002227912,48.46789721672274,48.9251581669976,50.0,48.96177193079584,95.4002493838526,47.64108417247635,42.18699491585716,47.41250383643788,44.43102244469432,49.07094160469786,81.50406569145613,31.74048102010533,100.0,49.84036984059104,55.92730618951767,56.39910506758522,57.09834628400656,33.44485359444513,57.75000000000003,53.35299645457542,48.87502422545742,45.4321074609555,48.98684433254012,45.65958051429021,44.06166330083246,44.33068868296605,46.607502091140816,60.38297436709328,36.51228102373256,30.86432907220552,68.90032839407417,68.91983258558075,36.6706657661266,80.50356747847584,53.27571448968869,48.96437448218724,34.404127209902946,67.97620353108894,48.60834990059642,40.05878414981102,49.97262045168616,48.63358996363451,44.68278662862529,46.383235266670944,41.65260496748412,55.769917818329326,74.693031087019,40.51215603128704,48.77222343132031,48.737630310809,61.15873730923942,44.22723990613154,39.80603923297332,44.60701199089837,43.386906616331,31.11848935562216,49.039019709654085,38.84126269076058,42.26597076247224,48.01257739885215,42.56845445071368,1,940.0269230769228,1016,50.708
Valdemanco,49.0983173689666,61.13673831181041,48.7297670605121,70.9666071633653,68.68076473937383,48.46789721672274,48.9251581669976,50.0,48.96177193079584,26.36392013101168,54.11906051726041,56.02086011926094,59.49817878552897,55.21554936179337,44.190304553505314,22.93635081479197,45.61080470799435,35.47305118787024,50.32294692758026,41.12230908620168,56.44653460704416,52.31845464408188,57.37600083501479,53.47222222222223,44.93759549653036,48.85074194500328,44.139915487263856,45.39287790296586,59.31206278379376,68.31919987572303,44.857099163504174,44.62869676925269,56.35334735486649,47.28016697043353,53.90955271480369,41.7776945116959,33.03803695788409,66.67393775659379,50.0,47.948143040719806,48.96437448218724,59.94121132447005,50.0,48.60834990059642,39.99467537714333,49.77333837446477,46.63775808083096,44.68278662862529,46.383235266670944,39.39889436151229,45.38339361471625,54.1451069771262,42.05506270176318,48.77222343132031,49.47648774206118,55.630714954501904,46.48594981647512,56.391888913378885,58.54312578621166,46.92408720777516,46.15638782791561,49.02198552836688,44.369285045498096,41.58942980585476,48.01257739885215,44.96751910822408,1,1508.6007692307696,1033,65.264
Valdemaqueda,49.0983173689666,79.97953185759931,48.7297670605121,68.66236963664825,84.56733334983639,48.46789721672274,48.9251581669976,50.0,48.96177193079584,86.20790396962664,53.81579486372502,54.93637750583428,33.79682824795955,54.53703584796099,58.67543835972757,91.78286529666052,82.024200214645,11.888699761381943,43.65202837214103,37.14320634519225,49.67927114697376,44.528955191402616,27.68098451943466,49.8854700854701,55.51582154588768,47.3995185955086,42.26732764374874,52.460605904894784,49.88451748260205,43.69225919055492,53.232408523360576,52.316730255075406,48.84992715349536,56.78027429649843,57.201727520889136,47.81814260749646,50.20187597331839,55.00599864918987,50.0,47.10694754877736,48.96437448218724,59.94121132447005,50.0,62.82306163021869,41.12298221498333,53.280679429851965,46.63775808083096,44.68278662862529,46.383235266670944,44.55484339057925,45.38339361471625,32.904064514804304,43.46535164960201,48.77222343132031,48.737630310809,57.34095823328782,46.65969673265539,28.928807582102703,45.0795635118038,46.45842114586961,54.20726563480889,49.10984743875012,42.65904176671218,43.754880477763066,48.01257739885215,48.864320605917264,1,1236.626923076923,798,80.311
Valdepiélagos,49.0983173689666,75.97543822911916,48.7297670605121,64.7451658412293,79.16590002227912,48.46789721672274,48.9251581669976,50.0,48.96177193079584,26.36392013101168,54.11906051726041,56.02086011926094,59.49817878552897,55.21554936179337,44.190304553505314,22.93635081479197,45.61080470799435,35.47305118787024,38.62754928995915,44.91737374936093,56.57059861456638,57.3448220902174,51.573821000847175,59.82307692307696,50.63642854424751,47.3995185955086,40.93342312569517,40.371427653535605,55.22679315327736,62.83091023731415,38.74811270038978,39.81302985363138,59.05724630370173,52.17291433102672,39.36911398792626,45.67208491639584,47.29285706278785,79.45310915994091,41.51070243542756,53.27571448968869,48.96437448218724,41.49776168617159,0.0,47.514910536779325,42.53663041820738,57.67500392985574,46.63775808083096,44.68278662862529,46.383235266670944,43.35086668188885,45.38339361471625,73.57218389388524,42.57688942328578,48.77222343132031,48.737630310809,49.58853762067831,44.6905650159456,61.40621556094335,45.43127880762079,47.06519813562532,62.010573152293006,49.08683300537477,50.41146237932169,44.70148558268926,48.01257739885215,50.52946295417138,1,1282.7225,621,51.502
